js_vx_desire,js_vy_desire,js_OmegaZ_desire,global_x,global_y,global_yaw
0,0,-0.878191,10.2948,3.76214,-2.66562
0,0,-0.878191,10.2919,3.75874,-2.68131
0,0,-0.878191,10.2895,3.75526,-2.69681
0,0,-0.878191,10.2876,3.75167,-2.71279
0,0,-0.878191,10.2861,3.74785,-2.73007
0,0,-0.878191,10.285,3.74376,-2.74907
0,0,-0.996348,10.2842,3.73939,-2.76957
0,0,-0.996348,10.2838,3.73481,-2.79168
0,0,-0.996348,10.2835,3.73013,-2.8145
0,0,-0.996348,10.2833,3.72562,-2.83608
0,0,-0.996348,10.2829,3.72162,-2.85467
0,0,-0.996348,10.2822,3.71807,-2.86972
0,0,-0.996348,10.2806,3.71341,-2.89047
0,0,-0.996348,10.2796,3.70799,-2.91169
0,0,-0.996348,10.2783,3.70301,-2.9336
0,0,-0.996348,10.2771,3.69787,-2.95488
0,0,-0.99938,10.2758,3.69326,-2.97575
0,0,-0.99938,10.2744,3.68952,-2.99661
0,0,-0.99938,10.2733,3.68665,-3.01754
0,0,-0.99938,10.272,3.68447,-3.03887
0,0,-0.99938,10.2709,3.68288,-3.06117
0,0,-0.99938,10.2702,3.68189,-3.08381
0,0,-0.99938,10.27,3.68153,-3.10636
0,0,-0.99938,10.2703,3.68186,-3.12872
0,0,-0.99938,10.2712,3.68293,3.13237
0,0,-0.99938,10.2725,3.68478,3.11059
0.031425,0,-0.999541,10.2743,3.68731,3.08924
0.031425,0,-0.999541,10.2765,3.69041,3.06822
0.031425,0,-0.999541,10.2791,3.69402,3.04753
0.031425,0,-0.999541,10.2819,3.69811,3.02742
0.031425,0,-0.999541,10.2849,3.70264,3.00821
0.031425,0,-0.999541,10.2882,3.70754,2.99011
0.031425,0,-0.999541,10.2917,3.71266,2.97305
0.031425,0,-0.999541,10.2955,3.71772,2.95668
0.031425,0,-0.999541,10.2995,3.7224,2.94136
0.031425,0,-0.999541,10.3037,3.72653,2.92885
0,0,-0.999135,10.308,3.7303,2.92269
0,0,-0.999135,10.3107,3.73544,2.92143
0,0,-0.999135,10.313,3.74017,2.91653
0,0,-0.999135,10.3158,3.74503,2.91016
